,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Deck,Family_Size,Fare_Per_Person
302,304,1,2,,female,,0,0,,12.35,E101,Q,Miss,E,0,12.35
303,305,0,3,,male,,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
304,306,1,1,,male,0.92,1,2,,151.55,C22 C26,S,Master,C,3,37.8875
305,307,1,1,,female,,0,0,,110.8833,Unknown,C,Miss,Unknown,0,110.8833
306,308,1,1,,female,17.0,1,0,,108.9,C65,C,Mrs,C,1,54.45
307,309,0,2,,male,30.0,1,0,,24.0,Unknown,C,Mr,Unknown,1,12.0
308,310,1,1,,female,30.0,0,0,,56.9292,E36,C,Miss,E,0,56.9292
309,311,1,1,,female,24.0,0,0,,83.1583,C54,C,Miss,C,0,83.1583
310,312,1,1,,female,18.0,2,2,,262.375,B57 B59 B63 B66,C,Miss,B,4,52.475
311,313,0,2,,female,26.0,1,1,,26.0,Unknown,S,Mrs,Unknown,2,8.666666666666666
312,314,0,3,,male,28.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
313,315,0,2,,male,43.0,1,1,,26.25,Unknown,S,Mr,Unknown,2,8.75
314,316,1,3,,female,26.0,0,0,,7.8542,Unknown,S,Miss,Unknown,0,7.8542
315,317,1,2,,female,24.0,1,0,,26.0,Unknown,S,Mrs,Unknown,1,13.0
316,318,0,2,,male,54.0,0,0,,14.0,Unknown,S,Mrs,Unknown,0,14.0
317,319,1,1,,female,31.0,0,2,,164.8667,C7,S,Miss,C,2,54.95556666666667
318,320,1,1,,female,40.0,1,1,,134.5,E34,C,Mrs,E,2,44.833333333333336
319,321,0,3,,male,22.0,0,0,,7.25,Unknown,S,Mr,Unknown,0,7.25
320,322,0,3,,male,27.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
321,323,1,2,,female,30.0,0,0,,12.35,Unknown,Q,Miss,Unknown,0,12.35
322,324,1,2,,female,22.0,1,1,,29.0,Unknown,S,Mrs,Unknown,2,9.666666666666666
323,325,0,3,,male,,8,2,,69.55,Unknown,S,Mr,Unknown,10,6.322727272727272
324,326,1,1,,female,36.0,0,0,,135.6333,C32,C,Miss,C,0,135.6333
325,327,0,3,,male,61.0,0,0,,6.2375,Unknown,S,Mr,Unknown,0,6.2375
326,328,1,2,,female,36.0,0,0,,13.0,D,S,Mrs,D,0,13.0
327,329,1,3,,female,31.0,1,1,,20.525,Unknown,S,Mrs,Unknown,2,6.841666666666666
328,330,1,1,,female,16.0,0,1,,57.9792,B18,C,Miss,B,1,28.9896
329,331,1,3,,female,,2,0,,23.25,Unknown,Q,Miss,Unknown,2,7.75
330,332,0,1,,male,45.5,0,0,,28.5,C124,S,Mr,C,0,28.5
331,333,0,1,,male,38.0,0,1,,153.4625,C91,S,Mr,C,1,76.73125
332,334,0,3,,male,16.0,2,0,,18.0,Unknown,S,Mr,Unknown,2,6.0
333,335,1,1,,female,,1,0,,133.65,Unknown,S,Mrs,Unknown,1,66.825
334,336,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
335,337,0,1,,male,29.0,1,0,,66.6,C2,S,Mr,C,1,33.3
336,338,1,1,,female,41.0,0,0,,134.5,E40,C,Miss,E,0,134.5
337,339,1,3,,male,45.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
338,340,0,1,,male,45.0,0,0,,35.5,T,S,Mr,T,0,35.5
339,341,1,2,,male,2.0,1,1,,26.0,F2,S,Master,F,2,8.666666666666666
340,342,1,1,,female,24.0,3,2,,263.0,C23 C25 C27,S,Miss,C,5,43.833333333333336
341,343,0,2,,male,28.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
342,344,0,2,,male,25.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
343,345,0,2,,male,36.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
344,346,1,2,,female,24.0,0,0,,13.0,F33,S,Miss,F,0,13.0
345,347,1,2,,female,40.0,0,0,,13.0,Unknown,S,Miss,Unknown,0,13.0
346,348,1,3,,female,,1,0,,16.1,Unknown,S,Mrs,Unknown,1,8.05
347,349,1,3,,male,3.0,1,1,,15.9,Unknown,S,Master,Unknown,2,5.3
348,350,0,3,,male,42.0,0,0,,8.6625,Unknown,S,Mr,Unknown,0,8.6625
349,351,0,3,,male,23.0,0,0,,9.225,Unknown,S,Mr,Unknown,0,9.225
350,352,0,1,,male,,0,0,,35.0,C128,S,Mr,C,0,35.0
351,353,0,3,,male,15.0,1,1,,7.2292,Unknown,C,Mr,Unknown,2,2.409733333333333
352,354,0,3,,male,25.0,1,0,,17.8,Unknown,S,Mr,Unknown,1,8.9
353,355,0,3,,male,,0,0,,7.225,Unknown,C,Mr,Unknown,0,7.225
354,356,0,3,,male,28.0,0,0,,9.5,Unknown,S,Mr,Unknown,0,9.5
355,357,1,1,,female,22.0,0,1,,55.0,E33,S,Miss,E,1,27.5
356,358,0,2,,female,38.0,0,0,,13.0,Unknown,S,Miss,Unknown,0,13.0
357,359,1,3,,female,,0,0,,7.8792,Unknown,Q,Miss,Unknown,0,7.8792
358,360,1,3,,female,,0,0,,7.8792,Unknown,Q,Miss,Unknown,0,7.8792
359,361,0,3,,male,40.0,1,4,,27.9,Unknown,S,Mr,Unknown,5,4.6499999999999995
360,362,0,2,,male,29.0,1,0,,27.7208,Unknown,C,Mr,Unknown,1,13.8604
361,363,0,3,,female,45.0,0,1,,14.4542,Unknown,C,Mrs,Unknown,1,7.2271
362,364,0,3,,male,35.0,0,0,,7.05,Unknown,S,Mr,Unknown,0,7.05
363,365,0,3,,male,,1,0,,15.5,Unknown,Q,Mr,Unknown,1,7.75
364,366,0,3,,male,30.0,0,0,,7.25,Unknown,S,Mr,Unknown,0,7.25
365,367,1,1,,female,60.0,1,0,,75.25,D37,C,Mrs,D,1,37.625
366,368,1,3,,female,,0,0,,7.2292,Unknown,C,Mrs,Unknown,0,7.2292
367,369,1,3,,female,,0,0,,7.75,Unknown,Q,Miss,Unknown,0,7.75
368,370,1,1,,female,24.0,0,0,,69.3,B35,C,Mrs,B,0,69.3
369,371,1,1,,male,25.0,1,0,,55.4417,E50,C,Mr,E,1,27.72085
370,372,0,3,,male,18.0,1,0,,6.4958,Unknown,S,Mr,Unknown,1,3.2479
371,373,0,3,,male,19.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
372,374,0,1,,male,22.0,0,0,,135.6333,Unknown,C,Mr,Unknown,0,135.6333
373,375,0,3,,female,3.0,3,1,,21.075,Unknown,S,Miss,Unknown,4,4.215
374,376,1,1,,female,,1,0,,82.1708,Unknown,C,Mrs,Unknown,1,41.0854
375,377,1,3,,female,22.0,0,0,,7.25,Unknown,S,Miss,Unknown,0,7.25
376,378,0,1,,male,27.0,0,2,,211.5,C82,C,Mr,C,2,70.5
377,379,0,3,,male,20.0,0,0,,4.0125,Unknown,C,Mr,Unknown,0,4.0125
378,380,0,3,,male,19.0,0,0,,7.775,Unknown,S,Mr,Unknown,0,7.775
379,381,1,1,,female,42.0,0,0,,227.525,Unknown,C,Miss,Unknown,0,227.525
380,382,1,3,,female,1.0,0,2,,15.7417,Unknown,C,Miss,Unknown,2,5.247233333333333
381,383,0,3,,male,32.0,0,0,,7.925,Unknown,S,Mr,Unknown,0,7.925
382,384,1,1,,female,35.0,1,0,,52.0,Unknown,S,Mrs,Unknown,1,26.0
383,385,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
384,386,0,2,,male,18.0,0,0,,73.5,Unknown,S,Mr,Unknown,0,73.5
385,387,0,3,,male,1.0,5,2,,46.9,Unknown,S,Master,Unknown,7,5.8625
386,388,1,2,,female,36.0,0,0,,13.0,Unknown,S,Miss,Unknown,0,13.0
387,389,0,3,,male,,0,0,,7.7292,Unknown,Q,Mr,Unknown,0,7.7292
388,390,1,2,,female,17.0,0,0,,12.0,Unknown,C,Miss,Unknown,0,12.0
389,391,1,1,,male,36.0,1,2,,120.0,B96 B98,S,Mr,B,3,30.0
390,392,1,3,,male,21.0,0,0,,7.7958,Unknown,S,Mr,Unknown,0,7.7958
391,393,0,3,,male,28.0,2,0,,7.925,Unknown,S,Mr,Unknown,2,2.6416666666666666
392,394,1,1,,female,23.0,1,0,,113.275,D36,C,Miss,D,1,56.6375
393,395,1,3,,female,24.0,0,2,,16.7,G6,S,Mrs,G,2,5.566666666666666
394,396,0,3,,male,22.0,0,0,,7.7958,Unknown,S,Mr,Unknown,0,7.7958
395,397,0,3,,female,31.0,0,0,,7.8542,Unknown,S,Miss,Unknown,0,7.8542
396,398,0,2,,male,46.0,0,0,,26.0,Unknown,S,Mr,Unknown,0,26.0
397,399,0,2,,male,23.0,0,0,,10.5,Unknown,S,Mrs,Unknown,0,10.5
398,400,1,2,,female,28.0,0,0,,12.65,Unknown,S,Mrs,Unknown,0,12.65
399,401,1,3,,male,39.0,0,0,,7.925,Unknown,S,Mr,Unknown,0,7.925
400,402,0,3,,male,26.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
401,403,0,3,,female,21.0,1,0,,9.825,Unknown,S,Miss,Unknown,1,4.9125
402,404,0,3,,male,28.0,1,0,,15.85,Unknown,S,Mr,Unknown,1,7.925
403,405,0,3,,female,20.0,0,0,,8.6625,Unknown,S,Miss,Unknown,0,8.6625
404,406,0,2,,male,34.0,1,0,,21.0,Unknown,S,Mr,Unknown,1,10.5
405,407,0,3,,male,51.0,0,0,,7.75,Unknown,S,Mr,Unknown,0,7.75
406,408,1,2,,male,3.0,1,1,,18.75,Unknown,S,Master,Unknown,2,6.25
407,409,0,3,,male,21.0,0,0,,7.775,Unknown,S,Mr,Unknown,0,7.775
408,410,0,3,,female,,3,1,,25.4667,Unknown,S,Miss,Unknown,4,5.0933399999999995
409,411,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
410,412,0,3,,male,,0,0,,6.8583,Unknown,Q,Mr,Unknown,0,6.8583
411,413,1,1,,female,33.0,1,0,,90.0,C78,Q,Miss,C,1,45.0
412,414,0,2,,male,,0,0,,,Unknown,S,Mr,Unknown,0,-1
413,415,1,3,,male,44.0,0,0,,7.925,Unknown,S,Mr,Unknown,0,7.925
414,416,0,3,,female,,0,0,,8.05,Unknown,S,Mrs,Unknown,0,8.05
415,417,1,2,,female,34.0,1,1,,32.5,Unknown,S,Mrs,Unknown,2,10.833333333333334
416,418,1,2,,female,18.0,0,2,,13.0,Unknown,S,Miss,Unknown,2,4.333333333333333
417,419,0,2,,male,30.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
418,420,0,3,,female,10.0,0,2,,24.15,Unknown,S,Miss,Unknown,2,8.049999999999999
419,421,0,3,,male,,0,0,,7.8958,Unknown,C,Mr,Unknown,0,7.8958
420,422,0,3,,male,21.0,0,0,,7.7333,Unknown,Q,Mr,Unknown,0,7.7333
421,423,0,3,,male,29.0,0,0,,7.875,Unknown,S,Mr,Unknown,0,7.875
422,424,0,3,,female,28.0,1,1,,14.4,Unknown,S,Mrs,Unknown,2,4.8
423,425,0,3,,male,18.0,1,1,,20.2125,Unknown,S,Mr,Unknown,2,6.7375
424,426,0,3,,male,,0,0,,7.25,Unknown,S,Mr,Unknown,0,7.25
425,427,1,2,,female,28.0,1,0,,26.0,Unknown,S,Mrs,Unknown,1,13.0
426,428,1,2,,female,19.0,0,0,,26.0,Unknown,S,Mrs,Unknown,0,26.0
427,429,0,3,,male,,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
428,430,1,3,,male,32.0,0,0,,8.05,E10,S,Mr,E,0,8.05
429,431,1,1,,male,28.0,0,0,,26.55,C52,S,Mr,C,0,26.55
430,432,1,3,,female,,1,0,,16.1,Unknown,S,Mrs,Unknown,1,8.05
431,433,1,2,,female,42.0,1,0,,26.0,Unknown,S,Mrs,Unknown,1,13.0
432,434,0,3,,male,17.0,0,0,,7.125,Unknown,S,Mr,Unknown,0,7.125
433,435,0,1,,male,50.0,1,0,,55.9,E44,S,Mr,E,1,27.95
434,436,1,1,,female,14.0,1,2,,120.0,B96 B98,S,Miss,B,3,30.0
435,437,0,3,,female,21.0,2,2,,34.375,Unknown,S,Miss,Unknown,4,6.875
436,438,1,2,,female,24.0,2,3,,18.75,Unknown,S,Mrs,Unknown,5,3.125
437,439,0,1,,male,64.0,1,4,,263.0,C23 C25 C27,S,Mr,C,5,43.833333333333336
438,440,0,2,,male,31.0,0,0,,10.5,Unknown,S,Mr,Unknown,0,10.5
439,441,1,2,,female,45.0,1,1,,26.25,Unknown,S,Mrs,Unknown,2,8.75
440,442,0,3,,male,20.0,0,0,,9.5,Unknown,S,Mr,Unknown,0,9.5
441,443,0,3,,male,25.0,1,0,,7.775,Unknown,S,Mr,Unknown,1,3.8875
442,444,1,2,,female,28.0,0,0,,13.0,Unknown,S,Miss,Unknown,0,13.0
443,445,1,3,,male,,0,0,,8.1125,Unknown,S,Mr,Unknown,0,8.1125
444,446,1,1,,male,4.0,0,2,,81.8583,A34,S,Master,A,2,27.2861
445,447,1,2,,female,13.0,0,1,,19.5,Unknown,S,Miss,Unknown,1,9.75
446,448,1,1,,male,34.0,0,0,,26.55,Unknown,S,Mr,Unknown,0,26.55
447,449,1,3,,female,5.0,2,1,,19.2583,Unknown,C,Miss,Unknown,3,4.814575
448,450,1,1,,male,52.0,0,0,,30.5,C104,S,Mr,C,0,30.5
449,451,0,2,,male,36.0,1,2,,27.75,Unknown,S,Mr,Unknown,3,6.9375
450,452,0,3,,male,,1,0,,19.9667,Unknown,S,Mr,Unknown,1,9.98335
451,453,0,1,,male,30.0,0,0,,27.75,C111,C,Mr,C,0,27.75
452,454,1,1,,male,49.0,1,0,,89.1042,C92,C,Mr,C,1,44.5521
453,455,0,3,,male,,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
454,456,1,3,,male,29.0,0,0,,7.8958,Unknown,C,Mr,Unknown,0,7.8958
455,457,0,1,,male,65.0,0,0,,26.55,E38,S,Mr,E,0,26.55
456,458,1,1,,female,,1,0,,51.8625,D21,S,Mrs,D,1,25.93125
457,459,1,2,,female,50.0,0,0,,10.5,Unknown,S,Miss,Unknown,0,10.5
458,460,0,3,,male,,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
459,461,1,1,,male,48.0,0,0,,26.55,E12,S,Mr,E,0,26.55
460,462,0,3,,male,34.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
461,463,0,1,,male,47.0,0,0,,38.5,E63,S,Mr,E,0,38.5
462,464,0,2,,male,48.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
463,465,0,3,,male,,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
464,466,0,3,,male,38.0,0,0,,7.05,Unknown,S,Mr,Unknown,0,7.05
465,467,0,2,,male,,0,0,,,Unknown,S,Mr,Unknown,0,-1
466,468,0,1,,male,56.0,0,0,,26.55,Unknown,S,Mr,Unknown,0,26.55
467,469,0,3,,male,,0,0,,7.725,Unknown,Q,Mr,Unknown,0,7.725
468,470,1,3,,female,0.75,2,1,,19.2583,Unknown,C,Miss,Unknown,3,4.814575
469,471,0,3,,male,,0,0,,7.25,Unknown,S,Mr,Unknown,0,7.25
470,472,0,3,,male,38.0,0,0,,8.6625,Unknown,S,Mr,Unknown,0,8.6625
471,473,1,2,,female,33.0,1,2,,27.75,Unknown,S,Mrs,Unknown,3,6.9375
472,474,1,2,,female,23.0,0,0,,13.7917,D,C,Mrs,D,0,13.7917
473,475,0,3,,female,22.0,0,0,,9.8375,Unknown,S,Miss,Unknown,0,9.8375
474,476,0,1,,male,,0,0,,52.0,A14,S,Mr,A,0,52.0
475,477,0,2,,male,34.0,1,0,,21.0,Unknown,S,Mr,Unknown,1,10.5
476,478,0,3,,male,29.0,1,0,,7.0458,Unknown,S,Mr,Unknown,1,3.5229
477,479,0,3,,male,22.0,0,0,,7.5208,Unknown,S,Mr,Unknown,0,7.5208
478,480,1,3,,female,2.0,0,1,,12.2875,Unknown,S,Miss,Unknown,1,6.14375
479,481,0,3,,male,9.0,5,2,,46.9,Unknown,S,Master,Unknown,7,5.8625
480,482,0,2,,male,,0,0,,,Unknown,S,Mr,Unknown,0,-1
481,483,0,3,,male,50.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
482,484,1,3,,female,63.0,0,0,,9.5875,Unknown,S,Mrs,Unknown,0,9.5875
483,485,1,1,,male,25.0,1,0,,91.0792,B49,C,Mr,B,1,45.5396
484,486,0,3,,female,,3,1,,25.4667,Unknown,S,Miss,Unknown,4,5.0933399999999995
485,487,1,1,,female,35.0,1,0,,90.0,C93,S,Mrs,C,1,45.0
486,488,0,1,,male,58.0,0,0,,29.7,B37,C,Mr,B,0,29.7
487,489,0,3,,male,30.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
488,490,1,3,,male,9.0,1,1,,15.9,Unknown,S,Master,Unknown,2,5.3
489,491,0,3,,male,,1,0,,19.9667,Unknown,S,Mr,Unknown,1,9.98335
490,492,0,3,,male,21.0,0,0,,7.25,Unknown,S,Mr,Unknown,0,7.25
491,493,0,1,,male,55.0,0,0,,30.5,C30,S,Mr,C,0,30.5
492,494,0,1,,male,71.0,0,0,,49.5042,Unknown,C,Mr,Unknown,0,49.5042
493,495,0,3,,male,21.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
494,496,0,3,,male,,0,0,,14.4583,Unknown,C,Mr,Unknown,0,14.4583
495,497,1,1,,female,54.0,1,0,,78.2667,D20,C,Miss,D,1,39.13335
496,498,0,3,,male,,0,0,,15.1,Unknown,S,Mr,Unknown,0,15.1
497,499,0,1,,female,25.0,1,2,,151.55,C22 C26,S,Mrs,C,3,37.8875
498,500,0,3,,male,24.0,0,0,,7.7958,Unknown,S,Mr,Unknown,0,7.7958
499,501,0,3,,male,17.0,0,0,,8.6625,Unknown,S,Mr,Unknown,0,8.6625
500,502,0,3,,female,21.0,0,0,,7.75,Unknown,Q,Miss,Unknown,0,7.75
501,503,0,3,,female,,0,0,,7.6292,Unknown,Q,Miss,Unknown,0,7.6292
502,504,0,3,,female,37.0,0,0,,9.5875,Unknown,S,Miss,Unknown,0,9.5875
503,505,1,1,,female,16.0,0,0,,86.5,B79,S,Miss,B,0,86.5
504,506,0,1,,male,18.0,1,0,,108.9,C65,C,Mr,C,1,54.45
505,507,1,2,,female,33.0,0,2,,26.0,Unknown,S,Mrs,Unknown,2,8.666666666666666
506,508,1,1,,male,,0,0,,26.55,Unknown,S,Mr,Unknown,0,26.55
507,509,0,3,,male,28.0,0,0,,22.525,Unknown,S,Mr,Unknown,0,22.525
508,510,1,3,,male,26.0,0,0,,56.4958,Unknown,S,Mr,Unknown,0,56.4958
509,511,1,3,,male,29.0,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
510,512,0,3,,male,,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
511,513,1,1,,male,36.0,0,0,,26.2875,E25,S,Mr,E,0,26.2875
512,514,1,1,,female,54.0,1,0,,59.4,Unknown,C,Mrs,Unknown,1,29.7
513,515,0,3,,male,24.0,0,0,,7.4958,Unknown,S,Mr,Unknown,0,7.4958
514,516,0,1,,male,47.0,0,0,,34.0208,D46,S,Mr,D,0,34.0208
515,517,1,2,,female,34.0,0,0,,10.5,F33,S,Mrs,F,0,10.5
516,518,0,3,,male,,0,0,,24.15,Unknown,Q,Mr,Unknown,0,24.15
517,519,1,2,,female,36.0,1,0,,26.0,Unknown,S,Mrs,Unknown,1,13.0
518,520,0,3,,male,32.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
519,521,1,1,,female,30.0,0,0,,93.5,B73,S,Miss,B,0,93.5
520,522,0,3,,male,22.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
521,523,0,3,,male,,0,0,,7.225,Unknown,C,Mr,Unknown,0,7.225
522,524,1,1,,female,44.0,0,1,,57.9792,B18,C,Mrs,B,1,28.9896
523,525,0,3,,male,,0,0,,7.2292,Unknown,C,Mr,Unknown,0,7.2292
524,526,0,3,,male,40.5,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
525,527,1,2,,female,50.0,0,0,,10.5,Unknown,S,Miss,Unknown,0,10.5
526,528,0,1,,male,,0,0,,221.7792,C95,S,Mr,C,0,221.7792
527,529,0,3,,male,39.0,0,0,,7.925,Unknown,S,Mr,Unknown,0,7.925
528,530,0,2,,male,23.0,2,1,,11.5,Unknown,S,Mr,Unknown,3,2.875
529,531,1,2,,female,2.0,1,1,,26.0,Unknown,S,Miss,Unknown,2,8.666666666666666
530,532,0,3,,male,,0,0,,7.2292,Unknown,C,Mr,Unknown,0,7.2292
531,533,0,3,,male,17.0,1,1,,7.2292,Unknown,C,Mr,Unknown,2,2.409733333333333
532,534,1,3,,female,,0,2,,22.3583,Unknown,C,Mrs,Unknown,2,7.452766666666666
533,535,0,3,,female,30.0,0,0,,8.6625,Unknown,S,Miss,Unknown,0,8.6625
534,536,1,2,,female,7.0,0,2,,26.25,Unknown,S,Miss,Unknown,2,8.75
535,537,0,1,,male,45.0,0,0,,26.55,B38,S,Mr,B,0,26.55
536,538,1,1,,female,30.0,0,0,,106.425,Unknown,C,Miss,Unknown,0,106.425
537,539,0,3,,male,,0,0,,14.5,Unknown,S,Mr,Unknown,0,14.5
538,540,1,1,,female,22.0,0,2,,49.5,B39,C,Miss,B,2,16.5
539,541,1,1,,female,36.0,0,2,,71.0,B22,S,Miss,B,2,23.666666666666668
540,542,0,3,,female,9.0,4,2,,31.275,Unknown,S,Miss,Unknown,6,4.4678571428571425
541,543,0,3,,female,11.0,4,2,,31.275,Unknown,S,Miss,Unknown,6,4.4678571428571425
542,544,1,2,,male,32.0,1,0,,26.0,Unknown,S,Mr,Unknown,1,13.0
543,545,0,1,,male,50.0,1,0,,106.425,C86,C,Mr,C,1,53.2125
544,546,0,1,,male,64.0,0,0,,26.0,Unknown,S,Mr,Unknown,0,26.0
545,547,1,2,,female,19.0,1,0,,26.0,Unknown,S,Mrs,Unknown,1,13.0
546,548,1,2,,male,,0,0,,13.8625,Unknown,C,Mr,Unknown,0,13.8625
547,549,0,3,,male,33.0,1,1,,20.525,Unknown,S,Mr,Unknown,2,6.841666666666666
548,550,1,2,,male,8.0,1,1,,36.75,Unknown,S,Master,Unknown,2,12.25
549,551,1,1,,male,17.0,0,2,,110.8833,C70,C,Mr,C,2,36.9611
550,552,0,2,,male,27.0,0,0,,26.0,Unknown,S,Mr,Unknown,0,26.0
551,553,0,3,,male,,0,0,,7.8292,Unknown,Q,Mr,Unknown,0,7.8292
552,554,1,3,,male,22.0,0,0,,7.225,Unknown,C,Mr,Unknown,0,7.225
553,555,1,3,,female,22.0,0,0,,7.775,Unknown,S,Miss,Unknown,0,7.775
554,556,0,1,,male,62.0,0,0,,26.55,Unknown,S,Mr,Unknown,0,26.55
555,557,1,1,,female,48.0,1,0,,39.6,A16,C,Mrs,A,1,19.8
556,558,0,1,,male,,0,0,,227.525,Unknown,C,Mr,Unknown,0,227.525
557,559,1,1,,female,39.0,1,1,,79.65,E67,S,Mrs,E,2,26.55
558,560,1,3,,female,36.0,1,0,,17.4,Unknown,S,Mrs,Unknown,1,8.7
559,561,0,3,,male,,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
560,562,0,3,,male,40.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
561,563,0,2,,male,28.0,0,0,,13.5,Unknown,S,Mr,Unknown,0,13.5
562,564,0,3,,male,,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
563,565,0,3,,female,,0,0,,8.05,Unknown,S,Miss,Unknown,0,8.05
564,566,0,3,,male,24.0,2,0,,24.15,Unknown,S,Mr,Unknown,2,8.049999999999999
565,567,0,3,,male,19.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
566,568,0,3,,female,29.0,0,4,,21.075,Unknown,S,Mrs,Unknown,4,4.215
567,569,0,3,,male,,0,0,,7.2292,Unknown,C,Mr,Unknown,0,7.2292
568,570,1,3,,male,32.0,0,0,,7.8542,Unknown,S,Mr,Unknown,0,7.8542
569,571,1,2,,male,62.0,0,0,,10.5,Unknown,S,Mr,Unknown,0,10.5
570,572,1,1,,female,53.0,2,0,,51.4792,C101,S,Mrs,C,2,17.15973333333333
571,573,1,1,,male,36.0,0,0,,26.3875,E25,S,Mr,E,0,26.3875
572,574,1,3,,female,,0,0,,7.75,Unknown,Q,Miss,Unknown,0,7.75
573,575,0,3,,male,16.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
574,576,0,3,,male,19.0,0,0,,14.5,Unknown,S,Mr,Unknown,0,14.5
575,577,1,2,,female,34.0,0,0,,13.0,Unknown,S,Miss,Unknown,0,13.0
576,578,1,1,,female,39.0,1,0,,55.9,E44,S,Mrs,E,1,27.95
577,579,0,3,,female,,1,0,,14.4583,Unknown,C,Mrs,Unknown,1,7.22915
578,580,1,3,,male,32.0,0,0,,7.925,Unknown,S,Mr,Unknown,0,7.925
579,581,1,2,,female,25.0,1,1,,30.0,Unknown,S,Miss,Unknown,2,10.0
580,582,1,1,,female,39.0,1,1,,110.8833,C68,C,Mrs,C,2,36.9611
581,583,0,2,,male,54.0,0,0,,26.0,Unknown,S,Mr,Unknown,0,26.0
582,584,0,1,,male,36.0,0,0,,40.125,A10,C,Mr,A,0,40.125
583,585,0,3,,male,,0,0,,8.7125,Unknown,C,Mr,Unknown,0,8.7125
584,586,1,1,,female,18.0,0,2,,79.65,E68,S,Miss,E,2,26.55
585,587,0,2,,male,47.0,0,0,,15.0,Unknown,S,Mr,Unknown,0,15.0
586,588,1,1,,male,60.0,1,1,,79.2,B41,C,Mr,B,2,26.400000000000002
587,589,0,3,,male,22.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
588,590,0,3,,male,,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
589,591,0,3,,male,35.0,0,0,,7.125,Unknown,S,Mr,Unknown,0,7.125
590,592,1,1,,female,52.0,1,0,,78.2667,D20,C,Mrs,D,1,39.13335
591,593,0,3,,male,47.0,0,0,,7.25,Unknown,S,Mr,Unknown,0,7.25
592,594,0,3,,female,,0,2,,7.75,Unknown,Q,Miss,Unknown,2,2.5833333333333335
593,595,0,2,,male,37.0,1,0,,26.0,Unknown,S,Mr,Unknown,1,13.0
594,596,0,3,,male,36.0,1,1,,24.15,Unknown,S,Mr,Unknown,2,8.049999999999999
595,597,1,2,,female,,0,0,,33.0,Unknown,S,Miss,Unknown,0,33.0
596,598,0,3,,male,49.0,0,0,,,Unknown,S,Mr,Unknown,0,-1
597,599,0,3,,male,,0,0,,7.225,Unknown,C,Mr,Unknown,0,7.225
598,600,1,1,,male,49.0,1,0,,56.9292,A20,C,Mr,A,1,28.4646
599,601,1,2,,female,24.0,2,1,,27.0,Unknown,S,Mrs,Unknown,3,6.75
600,602,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
601,603,0,1,,male,,0,0,,42.4,Unknown,S,Mr,Unknown,0,42.4
602,604,0,3,,male,44.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
603,605,1,1,,male,35.0,0,0,,26.55,Unknown,C,Mr,Unknown,0,26.55
604,606,0,3,,male,36.0,1,0,,15.55,Unknown,S,Mr,Unknown,1,7.775
605,607,0,3,,male,30.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
606,608,1,1,,male,27.0,0,0,,30.5,Unknown,S,Mr,Unknown,0,30.5
607,609,1,2,,female,22.0,1,2,,41.5792,Unknown,C,Mrs,Unknown,3,10.3948
